entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,browser,operating_system,login_result,risk_score,attack_type,label,hour,day,weekday,is_weekend_flag,month,is_office_hours,is_weekend,is_sensitive_resource,long_session,failed_login,new_device,resource_frequency,hour_sin,hour_cos,session_duration_normalized,prediction,risk_level,explanation
user_0029,2,2026-06-17 17:26:32.000000,10.85.208.7,0,10,4,833,11,00c6c120-68a9-4c9a-b771-62d6e1c2a691,1,2,1,0,Normal,0,17,17,2,0,6,1,0,0,0,0,0,0.35638297872340424,-0.9659258262890683,-0.25881904510252063,0.1523719165085389,0,Low,No risk indicators
dev_0002,0,2026-07-17 13:01:02.000000,192.168.194.138,0,6,2,680,7,f95ea9d1-d2e9-48c8-a38b-fc96b0af2f93,0,4,1,20,Normal,0,13,17,4,0,7,1,0,1,0,0,0,0.28160919540229884,-0.2588190451025208,-0.9659258262890683,0.12333965844402277,0,Low,Sensitive resource
user_0006,2,2026-07-21 15:37:18.000000,192.168.63.106,7,2,1,200,2,f4aef081-9e0e-4fd1-9d63-3196c819d12e,0,5,1,0,Normal,0,15,21,1,0,7,1,0,0,0,0,0,0.24157303370786518,-0.7071067811865471,-0.7071067811865479,0.03225806451612903,0,Low,No risk indicators
user_0007,2,2026-07-10 05:52:27.000000,10.35.23.191,9,7,4,638,6,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,2,4,1,35,Normal,0,5,10,4,0,7,0,0,1,0,0,0,0.3353658536585366,0.9659258262890683,0.25881904510252074,0.11537001897533207,0,Medium,"Off-hour login, Sensitive resource"
svc_0005,1,2026-05-14 22:00:55.000000,192.168.55.241,6,10,2,1106,11,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,15,Normal,0,22,14,3,0,5,0,0,0,0,0,0,0.33163265306122447,-0.5000000000000004,0.8660254037844384,0.20417457305502845,0,Low,Off-hour login
user_0037,2,2026-05-23 09:10:54.000000,10.125.189.10,3,10,1,799,11,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,10,Normal,0,9,23,5,1,5,1,1,0,0,0,0,0.2914285714285714,0.7071067811865476,-0.7071067811865475,0.1459203036053131,0,Low,Weekend login
svc_0005,1,2026-05-01 20:40:13.000000,192.168.55.47,6,1,2,495,10,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,35,Normal,0,20,1,4,0,5,0,0,1,0,0,0,0.33163265306122447,-0.8660254037844386,0.5000000000000001,0.08823529411764706,0,Medium,"Off-hour login, Sensitive resource"
user_0028,2,2026-05-29 11:54:43.000000,172.23.38.9,5,4,3,718,4,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,0,4,1,0,Normal,0,11,29,4,0,5,1,0,0,0,0,0,0.33121019108280253,0.258819045102521,-0.9659258262890682,0.13055028462998103,0,Low,No risk indicators
svc_0005,1,2026-05-06 04:24:38.000000,192.168.55.78,6,8,2,449,9,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,35,Normal,0,4,6,2,0,5,0,0,1,0,0,0,0.336734693877551,0.8660254037844386,0.5000000000000001,0.07950664136622392,0,Medium,"Off-hour login, Sensitive resource"
user_0011,2,2026-06-18 14:19:15.000000,172.18.108.253,6,1,4,773,12,f32d7071-b794-46a8-8768-7ff71d311afe,4,3,1,20,Normal,0,14,18,3,0,6,1,0,1,0,0,0,0.3509933774834437,-0.4999999999999997,-0.8660254037844388,0.1409867172675522,0,Low,Sensitive resource
svc_0006,1,2026-06-03 17:10:57.000000,172.23.114.226,0,1,3,544,12,7a7f36f8-b35e-42ad-8ea5-a3ca82913458,3,5,1,20,Normal,0,17,3,2,0,6,1,0,1,0,0,0,0.3310344827586207,-0.9659258262890683,-0.25881904510252063,0.09753320683111955,0,Low,Sensitive resource
user_0014,2,2026-06-16 12:08:16.000000,10.81.216.7,0,4,1,678,4,7ecf9e90-0d56-4a91-a9e3-82f599d34e96,0,3,1,0,Normal,0,12,16,1,0,6,1,0,0,0,0,0,0.3,1.2246467991473532e-16,-1.0,0.12296015180265654,0,Low,No risk indicators
user_0020,2,2026-05-17 18:15:53.000000,192.168.84.204,0,7,0,256,6,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,2,0,1,30,Normal,0,18,17,6,1,5,1,1,1,0,0,0,0.31351351351351353,-1.0,-1.8369701987210297e-16,0.0428842504743833,0,Medium,"Weekend login, Sensitive resource"
user_0012,2,2026-05-16 12:40:19.000000,10.135.71.200,3,10,1,698,11,b767da4b-2996-43e9-bba5-39c4f7f01fef,3,1,1,10,Normal,0,12,16,5,1,5,1,1,0,0,0,0,0.26785714285714285,1.2246467991473532e-16,-1.0,0.1267552182163188,0,Low,Weekend login
dev_0001,0,2026-06-14 01:28:35.000000,192.168.209.229,3,8,4,392,9,8d2265ae-0867-47b8-acc9-0fe02613db70,2,2,1,45,Normal,0,1,14,6,1,6,0,1,1,0,0,0,0.36416184971098264,0.25881904510252074,0.9659258262890683,0.06869070208728653,0,Medium,"Off-hour login, Weekend login, Sensitive resource"
dev_0004,0,2026-05-09 22:53:17.000000,192.168.86.198,9,5,2,677,1,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,2,1,1,25,Normal,0,22,9,5,1,5,0,1,0,0,0,0,0.3657142857142857,-0.5000000000000004,0.8660254037844384,0.12277039848197344,0,Medium,"Off-hour login, Weekend login"
user_0010,2,2026-07-13 18:05:32.000000,192.168.112.184,6,7,4,1087,6,8bf3157a-4510-461a-8ef8-40d6ad1fbf1b,1,5,1,20,Normal,0,18,13,0,0,7,1,0,1,0,0,0,0.30612244897959184,-1.0,-1.8369701987210297e-16,0.20056925996204933,0,Low,Sensitive resource
dev_0009,0,2026-06-19 20:28:00.000000,172.24.126.167,6,6,3,509,7,7e258f18-160b-4a2c-bf80-a9e1e2d5eac2,3,3,1,35,Normal,0,20,19,4,0,6,0,0,1,0,0,0,0.3448275862068966,-0.8660254037844386,0.5000000000000001,0.09089184060721063,0,Medium,"Off-hour login, Sensitive resource"
user_0002,2,2026-06-05 15:01:29.000000,192.168.44.249,5,2,0,431,2,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,1,2,1,0,Normal,0,15,5,4,0,6,1,0,0,0,0,0,0.281437125748503,-0.7071067811865471,-0.7071067811865479,0.0760910815939279,0,Low,No risk indicators
user_0026,2,2026-07-15 16:59:03.000000,96.139.225.59,5,1,2,73,10,8ee61517-f438-4190-b1f4-e99a471b59fd,4,1,0,60,Credential Stuffing,1,16,15,2,0,7,1,0,1,0,1,0,0.3263157894736842,-0.8660254037844385,-0.5000000000000004,0.008159392789373814,1,High,"Sensitive resource, Failed login, Isolation Forest anomaly"
dev_0004,0,2026-05-24 15:09:47.000000,192.168.86.212,9,9,2,496,8,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,2,1,1,30,Normal,0,15,24,6,1,5,1,1,1,0,0,0,0.2742857142857143,-0.7071067811865471,-0.7071067811865479,0.08842504743833017,0,Medium,"Weekend login, Sensitive resource"
dev_0006,0,2026-07-06 05:24:11.000000,172.22.196.107,4,6,4,742,7,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,1,4,1,35,Normal,0,5,6,0,0,7,0,0,1,0,0,0,0.33695652173913043,0.9659258262890683,0.25881904510252074,0.1351043643263757,0,Medium,"Off-hour login, Sensitive resource"
svc_0007,1,2026-07-18 14:29:26.000000,172.27.204.37,7,1,2,1219,10,5edd09e9-9d87-49a4-8977-a9d5095bda0f,2,0,1,30,Normal,0,14,18,5,1,7,1,1,1,0,0,0,0.34782608695652173,-0.4999999999999997,-0.8660254037844388,0.2256166982922201,0,Medium,"Weekend login, Sensitive resource"
user_0034,2,2026-07-09 18:52:47.000000,192.168.41.241,8,4,2,471,4,7311a3a2-124e-4295-a182-2d24701a7ef7,0,5,1,0,Normal,0,18,9,3,0,7,1,0,0,0,0,0,0.2907801418439716,-1.0,-1.8369701987210297e-16,0.08368121442125237,0,Low,No risk indicators
user_0033,2,2026-07-22 09:25:00.000000,10.34.120.158,6,3,3,528,3,e0702736-5748-47af-832c-a00d590e623f,0,0,1,20,Normal,0,9,22,2,0,7,1,0,1,0,0,0,0.34177215189873417,0.7071067811865476,-0.7071067811865475,0.09449715370018975,0,Low,Sensitive resource
user_0023,2,2026-07-21 18:49:19.000000,10.36.30.20,2,2,0,522,2,6e5b34bb-8170-4f57-8e20-74651e0c2403,1,0,1,0,Normal,0,18,21,1,0,7,1,0,0,0,0,0,0.3668639053254438,-1.0,-1.8369701987210297e-16,0.09335863377609108,0,Low,No risk indicators
dev_0008,0,2026-05-01 14:36:47.000000,192.168.162.234,3,8,4,418,9,03efd209-f2ee-4eaa-9c68-09e209b5a94e,4,2,1,20,Normal,0,14,1,4,0,5,1,0,1,0,0,0,0.36774193548387096,-0.4999999999999997,-0.8660254037844388,0.07362428842504744,0,Low,Sensitive resource
user_0019,2,2026-05-30 13:43:51.000000,10.40.43.140,3,2,4,562,2,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,10,Normal,0,13,30,5,1,5,1,1,0,0,0,0,0.2662337662337662,-0.2588190451025208,-0.9659258262890683,0.10094876660341556,0,Low,Weekend login
svc_0003,1,2026-05-17 22:31:18.000000,10.127.52.170,8,0,0,618,0,8603dc77-88ab-4dce-9611-39ebd5ea782a,2,2,1,25,Normal,0,22,17,6,1,5,0,1,0,0,0,0,0.32142857142857145,-0.5000000000000004,0.8660254037844384,0.11157495256166983,0,Medium,"Off-hour login, Weekend login"
user_0031,2,2026-06-04 05:56:11.000000,10.97.151.209,3,10,2,543,11,d16a797d-7435-459b-b43f-826b202d1d8c,1,1,1,15,Normal,0,5,4,3,0,6,0,0,0,0,0,0,0.38922155688622756,0.9659258262890683,0.25881904510252074,0.09734345351043644,0,Low,Off-hour login
dev_0009,0,2026-05-27 11:35:06.000000,172.24.126.206,6,5,3,545,1,7e258f18-160b-4a2c-bf80-a9e1e2d5eac2,3,3,1,0,Normal,0,11,27,2,0,5,1,0,0,0,0,0,0.3563218390804598,0.258819045102521,-0.9659258262890682,0.09772296015180265,0,Low,No risk indicators
user_0015,2,2026-04-28 08:29:48.000000,172.16.58.199,2,1,4,299,10,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,1,5,1,20,Normal,0,8,28,1,0,4,1,0,1,0,0,0,0.3333333333333333,0.8660254037844387,-0.4999999999999998,0.05104364326375711,0,Low,Sensitive resource
user_0022,2,2026-07-01 19:58:25.000000,194.103.68.211,3,2,0,206,2,a31b62cd-24cf-4f72-9697-644e42c0690c,2,0,0,55,Credential Stuffing,1,19,1,2,0,7,0,0,0,0,1,0,0.36774193548387096,-0.9659258262890684,0.2588190451025203,0.0333965844402277,1,High,"Off-hour login, Failed login, Isolation Forest anomaly"
user_0024,2,2026-05-03 10:50:36.000000,172.31.109.97,8,0,4,483,0,5cff8913-d46f-4c2c-bdf1-c5a4b4669854,4,2,1,10,Normal,0,10,3,6,1,5,1,1,0,0,0,0,0.2582781456953642,0.49999999999999994,-0.8660254037844387,0.08595825426944971,0,Low,Weekend login
user_0036,2,2026-06-05 15:16:00.000000,10.234.51.118,3,3,2,766,3,9f7b0e49-3dc8-4763-9238-7a6e4d9eb10c,3,2,1,20,Normal,0,15,5,4,0,6,1,0,1,0,0,0,0.37058823529411766,-0.7071067811865471,-0.7071067811865479,0.1396584440227704,0,Low,Sensitive resource
dev_0008,0,2026-06-17 05:24:21.000000,192.168.162.41,3,6,4,431,7,03efd209-f2ee-4eaa-9c68-09e209b5a94e,4,2,1,35,Normal,0,5,17,2,0,6,0,0,1,0,0,0,0.3096774193548387,0.9659258262890683,0.25881904510252074,0.0760910815939279,0,Medium,"Off-hour login, Sensitive resource"
dev_0006,0,2026-05-12 19:56:50.000000,172.22.196.57,4,8,4,159,9,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,1,4,1,35,Normal,0,19,12,1,0,5,0,0,1,0,0,0,0.28804347826086957,-0.9659258262890684,0.2588190451025203,0.024478178368121443,0,Medium,"Off-hour login, Sensitive resource"
svc_0008,1,2026-05-23 23:53:07.000000,10.55.222.40,0,10,3,649,11,d8cc8bc6-8d4b-411f-82b8-90abe5a670e0,0,0,1,25,Normal,0,23,23,5,1,5,0,1,0,0,0,0,0.3277777777777778,-0.25881904510252157,0.9659258262890681,0.1174573055028463,0,Medium,"Off-hour login, Weekend login"
user_0039,2,2026-04-28 11:02:09.000000,172.22.175.26,3,10,3,768,11,6c64bc02-2d28-4114-950a-49fae1541646,4,5,1,0,Normal,0,11,28,1,0,4,1,0,0,0,0,0,0.3254437869822485,0.258819045102521,-0.9659258262890682,0.14003795066413663,0,Low,No risk indicators
user_0005,2,2026-06-20 14:43:15.000000,10.47.194.11,8,7,4,763,6,e03d7c74-4a2a-4966-b026-0f9cb6700500,3,4,1,30,Normal,0,14,20,5,1,6,1,1,1,0,0,0,0.32653061224489793,-0.4999999999999997,-0.8660254037844388,0.13908918406072107,0,Medium,"Weekend login, Sensitive resource"
user_0035,2,2026-06-07 13:26:11.000000,10.160.122.149,7,7,3,735,6,f07218bf-f0f3-4a94-867d-66f667504c9e,4,5,1,30,Normal,0,13,7,6,1,6,1,1,1,0,0,0,0.36470588235294116,-0.2588190451025208,-0.9659258262890683,0.13377609108159394,0,Medium,"Weekend login, Sensitive resource"
dev_0002,0,2026-05-22 18:43:29.000000,192.168.194.183,0,5,2,619,1,f95ea9d1-d2e9-48c8-a38b-fc96b0af2f93,0,4,1,0,Normal,0,18,22,4,0,5,1,0,0,0,0,0,0.3333333333333333,-1.0,-1.8369701987210297e-16,0.11176470588235295,0,Low,No risk indicators
user_0019,2,2026-07-13 02:08:51.000000,10.40.43.234,3,4,4,212,4,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,15,Normal,0,2,13,0,0,7,0,0,0,0,0,0,0.33766233766233766,0.49999999999999994,0.8660254037844387,0.03453510436432638,0,Low,Off-hour login
svc_0008,1,2026-06-08 05:32:33.000000,10.55.222.8,0,8,3,329,9,d8cc8bc6-8d4b-411f-82b8-90abe5a670e0,0,0,1,35,Normal,0,5,8,0,0,6,0,0,1,0,0,0,0.37222222222222223,0.9659258262890683,0.25881904510252074,0.05673624288425048,0,Medium,"Off-hour login, Sensitive resource"
dev_0005,0,2026-05-23 00:17:12.000000,10.101.75.165,1,9,4,741,8,be7bf241-aa02-4309-8860-ce04620838c8,0,4,1,45,Normal,0,0,23,5,1,5,0,1,1,0,0,0,0.32413793103448274,0.0,1.0,0.1349146110056926,0,Medium,"Off-hour login, Weekend login, Sensitive resource"
user_0036,2,2026-05-24 09:07:48.000000,10.234.51.222,3,3,2,406,3,9f7b0e49-3dc8-4763-9238-7a6e4d9eb10c,3,2,1,30,Normal,0,9,24,6,1,5,1,1,1,0,0,0,0.37058823529411766,0.7071067811865476,-0.7071067811865475,0.0713472485768501,0,Medium,"Weekend login, Sensitive resource"
user_0003,2,2026-07-09 15:43:51.000000,192.168.13.239,0,0,1,465,0,577b0707-ee51-410f-a6ba-80e16d44de82,2,3,1,0,Normal,0,15,9,3,0,7,1,0,0,0,0,0,0.3496932515337423,-0.7071067811865471,-0.7071067811865479,0.0825426944971537,0,Low,No risk indicators
svc_0007,1,2026-07-17 06:24:09.000000,172.27.204.213,7,10,2,859,11,5edd09e9-9d87-49a4-8977-a9d5095bda0f,2,0,1,15,Normal,0,6,17,4,0,7,0,0,0,0,0,0,0.2795031055900621,1.0,6.123233995736766e-17,0.15730550284629982,0,Low,Off-hour login
dev_0003,0,2026-07-12 18:42:39.000000,172.22.220.132,1,6,4,887,7,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,2,0,1,30,Normal,0,18,12,6,1,7,1,1,1,0,0,0,0.3416149068322981,-1.0,-1.8369701987210297e-16,0.16261859582542695,0,Medium,"Weekend login, Sensitive resource"
dev_0007,0,2026-06-16 23:53:08.000000,10.90.237.61,9,9,4,837,8,b7bb20a4-6690-449d-8f73-2988644ae253,4,2,1,35,Normal,0,23,16,1,0,6,0,0,1,0,0,0,0.3368421052631579,-0.25881904510252157,0.9659258262890681,0.15313092979127135,0,Medium,"Off-hour login, Sensitive resource"
dev_0005,0,2026-06-30 12:56:33.000000,10.101.75.152,1,5,4,569,1,be7bf241-aa02-4309-8860-ce04620838c8,0,4,1,0,Normal,0,12,30,1,0,6,1,0,0,0,0,0,0.3586206896551724,1.2246467991473532e-16,-1.0,0.10227703984819735,0,Low,No risk indicators
user_0019,2,2026-06-19 14:54:45.000000,10.40.43.158,3,4,4,74,4,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,0,Normal,0,14,19,4,0,6,1,0,0,0,0,0,0.33766233766233766,-0.4999999999999997,-0.8660254037844388,0.008349146110056925,0,Low,No risk indicators
user_0012,2,2026-05-17 14:43:56.000000,10.135.71.117,3,3,1,526,3,b767da4b-2996-43e9-bba5-39c4f7f01fef,3,1,1,30,Normal,0,14,17,6,1,5,1,1,1,0,0,0,0.2976190476190476,-0.4999999999999997,-0.8660254037844388,0.09411764705882353,0,Medium,"Weekend login, Sensitive resource"
user_0027,2,2026-06-29 17:40:12.000000,10.127.98.36,4,3,2,673,3,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,4,2,1,20,Normal,0,17,29,0,0,6,1,0,1,0,0,0,0.3181818181818182,-0.9659258262890683,-0.25881904510252063,0.12201138519924098,0,Low,Sensitive resource
user_0039,2,2026-06-17 08:28:08.000000,172.22.175.57,3,1,3,508,10,6c64bc02-2d28-4114-950a-49fae1541646,4,5,1,20,Normal,0,8,17,2,0,6,1,0,1,0,0,0,0.27218934911242604,0.8660254037844387,-0.4999999999999998,0.09070208728652751,0,Low,Sensitive resource
svc_0004,1,2026-07-07 20:48:12.000000,10.211.12.136,0,10,0,488,11,e9992184-531c-431b-adac-b062b0f934bc,2,5,1,15,Normal,0,20,7,1,0,7,0,0,0,0,0,0,0.37579617834394907,-0.8660254037844386,0.5000000000000001,0.08690702087286528,0,Low,Off-hour login
user_0015,2,2026-06-13 18:09:48.000000,172.16.58.188,2,3,4,577,3,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,1,5,1,30,Normal,0,18,13,5,1,6,1,1,1,0,0,0,0.33986928104575165,-1.0,-1.8369701987210297e-16,0.10379506641366223,0,Medium,"Weekend login, Sensitive resource"
svc_0002,1,2026-06-04 12:37:26.000000,192.168.75.62,7,10,2,478,11,6dc430cf-d03e-4a9a-8eef-11613a2611d2,3,4,1,0,Normal,0,12,4,3,0,6,1,0,0,0,0,0,0.4,1.2246467991473532e-16,-1.0,0.08500948766603415,0,Low,No risk indicators
user_0023,2,2026-07-02 16:27:00.000000,10.36.30.97,2,10,0,707,11,6e5b34bb-8170-4f57-8e20-74651e0c2403,1,0,1,0,Normal,0,16,2,3,0,7,1,0,0,0,0,0,0.30177514792899407,-0.8660254037844385,-0.5000000000000004,0.12846299810246678,0,Low,No risk indicators
svc_0005,1,2026-04-30 21:29:11.000000,192.168.55.2,6,8,2,519,9,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,35,Normal,0,21,30,3,0,4,0,0,1,0,0,0,0.336734693877551,-0.7071067811865477,0.7071067811865474,0.09278937381404175,0,Medium,"Off-hour login, Sensitive resource"
user_0019,2,2026-06-29 10:38:18.000000,10.40.43.38,3,1,4,634,12,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,20,Normal,0,10,29,0,0,6,1,0,1,0,0,0,0.35714285714285715,0.49999999999999994,-0.8660254037844387,0.11461100569259962,0,Low,Sensitive resource
user_0019,2,2026-06-22 16:36:57.000000,10.40.43.124,3,2,4,432,2,0419583b-1677-45c9-8cfb-9d2e7075967a,2,2,1,0,Normal,0,16,22,0,0,6,1,0,0,0,0,0,0.2662337662337662,-0.8660254037844385,-0.5000000000000004,0.076280834914611,0,Low,No risk indicators
user_0003,2,2026-06-03 15:08:36.000000,192.168.13.126,0,0,1,157,0,577b0707-ee51-410f-a6ba-80e16d44de82,2,3,1,0,Normal,0,15,3,2,0,6,1,0,0,0,0,0,0.3496932515337423,-0.7071067811865471,-0.7071067811865479,0.024098671726755217,0,Low,No risk indicators
user_0008,2,2026-04-30 21:15:25.000000,172.30.186.102,6,4,3,64,4,92107f27-1c84-4c35-9bb7-92e385ca6c16,3,1,1,35,Lateral Movement,1,21,30,3,0,4,0,0,0,0,0,0,0.0058823529411764705,-0.7071067811865477,0.7071067811865474,0.0064516129032258064,1,Medium,"Off-hour login, Isolation Forest anomaly"
svc_0004,1,2026-05-17 03:20:33.000000,10.211.12.119,0,0,0,527,0,e9992184-531c-431b-adac-b062b0f934bc,2,5,1,25,Normal,0,3,17,6,1,5,0,1,0,0,0,0,0.3375796178343949,0.7071067811865476,0.7071067811865476,0.09430740037950665,0,Medium,"Off-hour login, Weekend login"
svc_0005,1,2026-04-27 16:51:06.000000,192.168.55.127,6,10,2,231,11,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,0,Normal,0,16,27,0,0,4,1,0,0,0,0,0,0.33163265306122447,-0.8660254037844385,-0.5000000000000004,0.0381404174573055,0,Low,No risk indicators
user_0014,2,2026-07-19 11:01:12.000000,10.81.216.231,0,2,1,561,2,7ecf9e90-0d56-4a91-a9e3-82f599d34e96,0,3,1,10,Normal,0,11,19,6,1,7,1,1,0,0,0,0,0.4,0.258819045102521,-0.9659258262890682,0.10075901328273244,0,Low,Weekend login
user_0032,2,2026-05-26 13:44:11.000000,10.25.244.57,5,0,0,453,0,3e4da5e7-f91f-470a-8a69-4be6ed39df33,0,4,1,0,Normal,0,13,26,1,0,5,1,0,0,0,0,0,0.2866666666666667,-0.2588190451025208,-0.9659258262890683,0.08026565464895635,0,Low,No risk indicators
svc_0004,1,2026-05-21 23:08:19.000000,10.211.12.14,0,10,0,183,11,e9992184-531c-431b-adac-b062b0f934bc,2,5,1,15,Normal,0,23,21,3,0,5,0,0,0,0,0,0,0.37579617834394907,-0.25881904510252157,0.9659258262890681,0.02903225806451613,0,Low,Off-hour login
user_0037,2,2026-06-18 15:00:51.000000,10.125.189.134,3,7,1,311,6,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,20,Normal,0,15,18,3,0,6,1,0,1,0,0,0,0.34285714285714286,-0.7071067811865471,-0.7071067811865479,0.05332068311195446,0,Low,Sensitive resource
user_0037,2,2026-06-08 13:21:51.000000,10.125.189.112,3,4,1,727,4,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,3,0,1,0,Normal,0,13,8,0,0,6,1,0,0,0,0,0,0.3485714285714286,-0.2588190451025208,-0.9659258262890683,0.13225806451612904,0,Low,No risk indicators
user_0027,2,2026-06-29 12:54:32.000000,10.127.98.18,4,3,2,507,3,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,4,2,1,20,Normal,0,12,29,0,0,6,1,0,1,0,0,0,0.3181818181818182,1.2246467991473532e-16,-1.0,0.0905123339658444,0,Low,Sensitive resource
user_0022,2,2026-07-22 16:13:02.000000,10.115.32.107,3,7,0,722,6,a31b62cd-24cf-4f72-9697-644e42c0690c,2,0,1,20,Normal,0,16,22,2,0,7,1,0,1,0,0,0,0.3032258064516129,-0.8660254037844385,-0.5000000000000004,0.13130929791271348,0,Low,Sensitive resource
dev_0006,0,2026-05-26 11:46:38.000000,172.22.196.3,4,6,4,426,7,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,1,4,1,20,Normal,0,11,26,1,0,5,1,0,1,0,0,0,0.33695652173913043,0.258819045102521,-0.9659258262890682,0.07514231499051234,0,Low,Sensitive resource
dev_0001,0,2026-07-05 04:53:21.000000,192.168.209.208,3,8,4,668,9,8d2265ae-0867-47b8-acc9-0fe02613db70,2,2,1,45,Normal,0,4,5,6,1,7,0,1,1,0,0,0,0.36416184971098264,0.8660254037844386,0.5000000000000001,0.12106261859582543,0,Medium,"Off-hour login, Weekend login, Sensitive resource"
svc_0001,1,2026-07-06 17:51:20.000000,192.168.218.234,4,0,2,389,0,94021491-d8ae-437d-81ef-98192c57478e,0,4,1,0,Normal,0,17,6,0,0,7,1,0,0,0,0,0,0.3202247191011236,-0.9659258262890683,-0.25881904510252063,0.06812144212523719,0,Low,No risk indicators
user_0029,2,2026-06-20 08:28:41.000000,10.85.208.229,0,0,4,458,0,00c6c120-68a9-4c9a-b771-62d6e1c2a691,1,2,1,10,Normal,0,8,20,5,1,6,1,1,0,0,0,0,0.324468085106383,0.8660254037844387,-0.4999999999999998,0.08121442125237191,0,Low,Weekend login
user_0026,2,2026-07-19 09:39:54.000000,192.168.27.73,5,2,2,669,2,8ee61517-f438-4190-b1f4-e99a471b59fd,4,1,1,10,Normal,0,9,19,6,1,7,1,1,0,0,0,0,0.35789473684210527,0.7071067811865476,-0.7071067811865475,0.12125237191650853,0,Low,Weekend login
user_0034,2,2026-05-28 18:27:49.000000,192.168.41.181,8,1,2,439,10,7311a3a2-124e-4295-a182-2d24701a7ef7,0,5,1,20,Normal,0,18,28,3,0,5,1,0,1,0,0,0,0.41134751773049644,-1.0,-1.8369701987210297e-16,0.07760910815939279,0,Low,Sensitive resource
user_0013,2,2026-05-10 11:51:55.000000,172.28.185.207,1,3,3,418,3,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,1,4,0,50,Normal,0,11,10,6,1,5,1,1,1,0,1,0,0.2795031055900621,0.258819045102521,-0.9659258262890682,0.07362428842504744,0,High,"Weekend login, Sensitive resource, Failed login"
user_0010,2,2026-07-04 17:55:10.000000,146.209.46.44,6,1,4,278,10,8bf3157a-4510-461a-8ef8-40d6ad1fbf1b,1,5,0,70,Credential Stuffing,1,17,4,5,1,7,1,1,1,0,1,0,0.32142857142857145,-0.9659258262890683,-0.25881904510252063,0.047058823529411764,1,High,"Weekend login, Sensitive resource, Failed login, Isolation Forest anomaly"
user_0001,2,2026-05-17 08:06:28.000000,192.168.57.78,6,2,3,209,2,37d4a96c-874f-407e-ac71-59c3c745b2da,2,2,1,10,Normal,0,8,17,6,1,5,1,1,0,0,0,0,0.32786885245901637,0.8660254037844387,-0.4999999999999998,0.03396584440227704,0,Low,Weekend login
svc_0005,1,2026-05-13 00:21:17.000000,192.168.55.200,6,1,2,934,12,5d57a325-a039-4e37-a135-f5bfc828ada6,2,3,1,35,Normal,0,0,13,2,0,5,0,0,1,0,0,0,0.33163265306122447,0.0,1.0,0.1715370018975332,0,Medium,"Off-hour login, Sensitive resource"
user_0017,2,2026-07-23 16:29:31.000000,192.168.152.209,8,0,2,269,0,16c776ae-77d7-47a5-a047-2b1f5d82656f,2,2,1,0,Normal,0,16,23,3,0,7,1,0,0,0,0,0,0.28651685393258425,-0.8660254037844385,-0.5000000000000004,0.045351043643263755,0,Low,No risk indicators
user_0040,2,2026-06-20 12:04:48.000000,10.216.141.113,4,0,4,601,0,385be631-cffa-4ba1-a00d-8b72bb9920a7,3,2,1,10,Normal,0,12,20,5,1,6,1,1,0,0,0,0,0.2710843373493976,1.2246467991473532e-16,-1.0,0.10834914611005693,0,Low,Weekend login
user_0004,2,2026-07-15 11:21:18.000000,172.16.81.85,7,1,2,503,12,c1084433-e9e2-46ea-8099-cfac42dfb133,2,2,1,20,Normal,0,11,15,2,0,7,1,0,1,0,0,0,0.32941176470588235,0.258819045102521,-0.9659258262890682,0.08975332068311195,0,Low,Sensitive resource
user_0018,2,2026-07-20 16:17:51.000000,10.0.165.76,2,1,3,729,10,940a9217-e12e-4336-a842-1615cd2a73c3,3,2,1,20,Normal,0,16,20,0,0,7,1,0,1,0,0,0,0.27439024390243905,-0.8660254037844385,-0.5000000000000004,0.13263757115749525,0,Low,Sensitive resource
