entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,browser,operating_system,login_result,risk_score,attack_type,label
user_0038,user,2026-06-14 08:26:01.000000,10.153.53.239,USA,VPN,certificate,526,login>vpn,94340351-1f55-47c2-bdb6-1f12d855844a,API,Linux,success,1,Normal,0
user_0006,user,2026-07-24 09:04:01.000000,192.168.63.199,Singapore,Email,biometric,595,login>email,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,9,Normal,0
dev_0003,edge_device,2026-05-01 05:44:47.000000,172.22.220.212,Brazil,PLC,token,749,login>plc,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,Edge,Android,success,0,Normal,0
svc_0009,service_account,2026-07-06 22:30:42.000000,104.119.170.173,India,Database,MFA,299,login>server>database,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,API,Android,fail,91,Credential Stuffing,1
svc_0009,service_account,2026-07-14 17:14:16.000000,172.22.130.177,India,Database,MFA,403,login>server>database,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,API,Android,success,17,Normal,0
svc_0005,service_account,2026-07-06 11:34:24.000000,192.168.55.45,Japan,Production Server,certificate,113,login>server,5d57a325-a039-4e37-a135-f5bfc828ada6,Edge,Ubuntu,success,23,Normal,0
user_0015,user,2026-05-13 08:37:32.000000,172.16.58.44,Canada,Payroll,token,562,login>payroll,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,success,11,Normal,0
user_0008,user,2026-06-27 04:43:35.000000,172.30.186.30,Japan,Database,password,583,login>server>database,92107f27-1c84-4c35-9bb7-92e385ca6c16,Firefox,Firmware,success,14,Normal,0
user_0027,user,2026-06-08 05:42:12.000000,10.127.98.243,Germany,HR,certificate,995,login>hr,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,2,Normal,0
user_0017,user,2026-05-31 14:54:03.000000,192.168.152.133,UK,Cloud Dashboard,certificate,716,login>cloud,16c776ae-77d7-47a5-a047-2b1f5d82656f,Edge,Linux,success,20,Normal,0
user_0013,user,2026-05-12 08:15:39.000000,172.28.185.94,Brazil,VPN,password,1063,login>vpn,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,Chrome,Windows,success,6,Normal,0
user_0012,user,2026-05-25 11:45:24.000000,10.135.71.250,France,Finance,biometric,819,login>finance,b767da4b-2996-43e9-bba5-39c4f7f01fef,Firefox,Firmware,success,20,Normal,0
dev_0006,edge_device,2026-05-03 09:49:02.000000,172.22.196.114,Germany,Production Server,token,804,login>server,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,Chrome,Windows,success,24,Normal,0
user_0032,user,2026-06-03 09:49:07.000000,10.25.244.39,India,Finance,MFA,677,login>finance,3e4da5e7-f91f-470a-8a69-4be6ed39df33,API,Windows,success,5,Normal,0
user_0009,user,2026-06-06 09:36:14.000000,192.168.87.229,Germany,VPN,certificate,811,login>vpn,23abb625-40c9-4a2a-bbc3-d1d58d0aea3a,Safari,Ubuntu,success,14,Normal,0
user_0002,user,2026-05-01 09:44:46.000000,192.168.44.229,India,HR,MFA,394,login>hr,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,Chrome,Linux,success,16,Normal,0
user_0023,user,2026-06-17 17:28:16.000000,10.36.30.71,Canada,VPN,MFA,481,login>vpn,6e5b34bb-8170-4f57-8e20-74651e0c2403,Chrome,Android,success,27,Normal,0
user_0031,user,2026-07-03 13:09:49.000000,10.97.151.224,France,Finance,certificate,677,login>finance,d16a797d-7435-459b-b43f-826b202d1d8c,Chrome,Firmware,success,34,Normal,0
dev_0007,edge_device,2026-06-06 13:02:00.000000,10.90.237.142,USA,IoT Gateway,token,539,login>cloud>iot,b7bb20a4-6690-449d-8f73-2988644ae253,Safari,Linux,success,25,Normal,0
user_0015,user,2026-07-23 10:32:33.000000,172.16.58.187,Canada,Database,token,517,login>server>database,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,success,17,Normal,0
user_0015,user,2026-04-29 16:59:27.000000,172.16.58.34,Canada,Database,token,606,login>server>database,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,success,15,Normal,0
user_0015,user,2026-05-07 11:33:48.000000,172.16.58.205,Canada,Finance,token,585,login>finance,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,success,14,Normal,0
svc_0007,service_account,2026-06-12 00:56:59.000000,172.27.204.194,Singapore,Cloud Dashboard,certificate,847,login>cloud,5edd09e9-9d87-49a4-8977-a9d5095bda0f,Edge,Android,success,12,Normal,0
user_0027,user,2026-05-09 16:16:06.000000,10.127.98.191,Germany,HR,certificate,670,login>hr,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,19,Normal,0
dev_0008,edge_device,2026-06-25 10:11:07.000000,192.168.162.252,France,IoT Gateway,token,338,login>iot,03efd209-f2ee-4eaa-9c68-09e209b5a94e,Safari,Linux,success,6,Normal,0
dev_0004,edge_device,2026-05-10 16:23:41.000000,192.168.86.222,USA,IoT Gateway,certificate,450,login>iot,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,Edge,Firmware,success,11,Normal,0
user_0029,user,2026-06-23 10:14:40.000000,10.85.208.250,Australia,VPN,token,411,login>vpn,00c6c120-68a9-4c9a-b771-62d6e1c2a691,Chrome,Linux,success,10,Normal,0
dev_0004,edge_device,2026-04-30 13:34:45.000000,192.168.86.5,USA,IoT Gateway,certificate,596,login>cloud>iot,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,Edge,Firmware,success,15,Normal,0
dev_0008,edge_device,2026-04-30 17:37:58.000000,192.168.162.58,France,PLC,token,675,login>plc,03efd209-f2ee-4eaa-9c68-09e209b5a94e,Safari,Linux,success,19,Normal,0
user_0019,user,2026-05-12 09:05:44.000000,10.40.43.37,France,Database,token,481,login>server>database,0419583b-1677-45c9-8cfb-9d2e7075967a,Edge,Linux,success,6,Normal,0
svc_0003,service_account,2026-05-25 06:55:56.000000,10.127.52.51,UK,Cloud Dashboard,MFA,565,login>cloud,8603dc77-88ab-4dce-9611-39ebd5ea782a,Edge,Linux,success,20,Normal,0
user_0019,user,2026-05-11 17:23:43.000000,10.40.43.119,France,SCADA,token,234,login>scada,0419583b-1677-45c9-8cfb-9d2e7075967a,Edge,Linux,success,73,Insider Drift,1
svc_0006,service_account,2026-06-16 11:23:28.000000,172.23.114.90,Australia,Cloud Dashboard,password,95,login>cloud,7a7f36f8-b35e-42ad-8ea5-a3ca82913458,Firefox,macOS,success,15,Normal,0
dev_0006,edge_device,2026-07-12 19:50:24.000000,172.22.196.81,Germany,Production Server,token,442,login>server,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,Chrome,Windows,success,16,Normal,0
user_0026,user,2026-06-18 08:13:32.000000,192.168.27.85,India,Database,certificate,536,login>server>database,8ee61517-f438-4190-b1f4-e99a471b59fd,Safari,Firmware,success,24,Normal,0
svc_0003,service_account,2026-06-13 19:45:06.000000,10.127.52.202,UK,Cloud Dashboard,MFA,634,login>cloud,8603dc77-88ab-4dce-9611-39ebd5ea782a,Edge,Linux,success,12,Normal,0
user_0019,user,2026-06-29 11:44:15.000000,10.40.43.107,France,Database,token,790,login>vpn>database,0419583b-1677-45c9-8cfb-9d2e7075967a,Edge,Linux,success,2,Normal,0
user_0003,user,2026-07-16 10:49:55.000000,192.168.13.195,Australia,VPN,biometric,1085,login>vpn,577b0707-ee51-410f-a6ba-80e16d44de82,Edge,Ubuntu,success,14,Normal,0
svc_0007,service_account,2026-07-03 08:02:04.000000,172.27.204.246,Singapore,VPN,certificate,633,login>vpn,5edd09e9-9d87-49a4-8977-a9d5095bda0f,Edge,Android,success,9,Normal,0
user_0013,user,2026-07-22 14:23:46.000000,172.28.185.206,Brazil,VPN,password,286,login>vpn,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,Chrome,Windows,success,9,Normal,0
svc_0001,service_account,2026-07-19 06:25:04.000000,192.168.218.71,Germany,Database,certificate,662,login>server>database,94021491-d8ae-437d-81ef-98192c57478e,API,Windows,success,20,Normal,0
user_0028,user,2026-05-12 11:47:41.000000,172.23.38.218,India,Finance,password,804,login>finance,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,API,Windows,success,34,Normal,0
user_0002,user,2026-05-18 10:42:00.000000,192.168.44.19,India,HR,MFA,189,login>hr,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,Chrome,Linux,success,20,Normal,0
user_0020,user,2026-07-12 08:15:55.000000,192.168.84.219,Australia,Finance,MFA,683,login>finance,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,Edge,Android,success,6,Normal,0
user_0022,user,2026-04-29 09:21:01.000000,10.115.32.113,France,Finance,MFA,819,login>finance,a31b62cd-24cf-4f72-9697-644e42c0690c,Edge,Android,success,5,Normal,0
user_0006,user,2026-05-19 10:08:06.000000,192.168.63.33,Singapore,Email,biometric,962,login>email,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,7,Normal,0
dev_0007,edge_device,2026-06-15 12:59:09.000000,10.90.237.22,USA,SCADA,token,392,login>scada,b7bb20a4-6690-449d-8f73-2988644ae253,Safari,Linux,success,20,Normal,0
user_0003,user,2026-06-08 17:34:09.000000,192.168.13.235,Australia,Cloud Dashboard,biometric,546,login>cloud,577b0707-ee51-410f-a6ba-80e16d44de82,Edge,Ubuntu,success,2,Normal,0
svc_0003,service_account,2026-05-16 07:18:52.000000,10.127.52.236,UK,Cloud Dashboard,MFA,809,login>cloud,8603dc77-88ab-4dce-9611-39ebd5ea782a,Edge,Linux,success,16,Normal,0
user_0004,user,2026-07-03 09:57:41.000000,172.16.81.167,Singapore,Payroll,certificate,868,login>payroll,c1084433-e9e2-46ea-8099-cfac42dfb133,Edge,Linux,success,13,Normal,0
user_0020,user,2026-06-05 14:59:05.000000,192.168.84.131,Australia,Database,MFA,618,login>server>database,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,Edge,Android,success,18,Normal,0
user_0037,user,2026-07-09 09:46:17.000000,10.125.189.206,France,Payroll,biometric,895,login>payroll,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,Firefox,Android,success,26,Normal,0
user_0013,user,2026-07-14 08:13:08.000000,172.28.185.42,Brazil,Finance,password,530,login>finance,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,Chrome,Windows,success,7,Normal,0
user_0004,user,2026-07-10 07:27:48.000000,172.16.81.117,Singapore,Payroll,certificate,1067,login>payroll,c1084433-e9e2-46ea-8099-cfac42dfb133,Edge,Linux,success,8,Normal,0
user_0028,user,2026-05-18 17:46:42.000000,172.23.38.44,India,Email,password,554,login>email,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,API,Windows,success,26,Normal,0
user_0021,user,2026-07-15 09:20:17.000000,192.168.159.27,Brazil,Payroll,password,575,login>payroll,f1e804c2-7940-4782-a7b6-59ff942c79f4,API,Ubuntu,success,8,Normal,0
user_0030,user,2026-05-17 08:13:10.000000,10.199.135.163,Australia,HR,token,596,login>hr,dab42e8b-d88d-4639-ab93-84affb134023,API,Firmware,success,14,Normal,0
user_0029,user,2026-05-30 17:02:48.000000,10.85.208.36,Australia,VPN,token,102,login>vpn,00c6c120-68a9-4c9a-b771-62d6e1c2a691,Chrome,Linux,success,9,Normal,0
dev_0004,edge_device,2026-07-24 04:10:15.000000,192.168.86.30,USA,IoT Gateway,certificate,565,login>cloud>iot,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,Edge,Firmware,fail,11,Normal,0
user_0005,user,2026-07-25 18:28:40.000000,10.47.194.133,UK,Payroll,token,825,login>payroll,e03d7c74-4a2a-4966-b026-0f9cb6700500,Firefox,Windows,success,24,Normal,0
user_0027,user,2026-07-25 14:34:05.000000,10.127.98.202,Germany,HR,certificate,594,login>hr,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,17,Normal,0
user_0006,user,2026-07-01 15:17:26.000000,192.168.63.201,Singapore,Finance,biometric,771,login>finance,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,28,Normal,0
user_0023,user,2026-05-09 15:13:19.000000,10.36.30.158,Canada,Database,MFA,809,login>vpn>database,6e5b34bb-8170-4f57-8e20-74651e0c2403,Chrome,Android,success,18,Normal,0
user_0002,user,2026-05-24 16:46:25.000000,192.168.44.211,India,HR,MFA,479,login>hr,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,Chrome,Linux,success,15,Normal,0
svc_0004,service_account,2026-06-01 04:36:52.000000,10.211.12.60,Australia,Cloud Dashboard,MFA,407,login>cloud,e9992184-531c-431b-adac-b062b0f934bc,Edge,macOS,success,13,Normal,0
dev_0007,edge_device,2026-06-26 00:48:06.000000,10.90.237.104,USA,Production Server,token,580,login>server,b7bb20a4-6690-449d-8f73-2988644ae253,Safari,Linux,success,5,Normal,0
user_0012,user,2026-05-25 12:30:23.000000,10.135.71.100,France,Finance,biometric,789,login>finance,b767da4b-2996-43e9-bba5-39c4f7f01fef,Firefox,Firmware,success,14,Normal,0
user_0016,user,2026-05-14 16:05:44.000000,10.232.1.150,France,Database,password,578,login>server>database,341504dd-8221-44e1-a3e3-4a467f4260aa,Edge,Android,success,23,Normal,0
dev_0008,edge_device,2026-07-05 05:03:13.000000,192.168.162.150,France,Production Server,token,575,login>server,03efd209-f2ee-4eaa-9c68-09e209b5a94e,Safari,Linux,success,11,Normal,0
dev_0010,edge_device,2026-06-10 00:00:18.000000,192.168.146.23,Canada,PLC,MFA,356,login>plc,a8e21831-21fe-49b6-a148-5fca88e12937,API,Windows,success,25,Normal,0
user_0025,user,2026-06-08 18:44:53.000000,172.22.48.243,Canada,HR,token,467,login>hr,e7ed4954-eb4d-4d0f-944d-6bf6600bc757,Safari,Ubuntu,success,21,Normal,0
user_0017,user,2026-05-10 15:49:20.000000,192.168.152.107,UK,Database,certificate,669,login>vpn>database,16c776ae-77d7-47a5-a047-2b1f5d82656f,Edge,Linux,success,16,Normal,0
user_0020,user,2026-05-14 17:53:20.000000,192.168.84.233,Australia,Database,MFA,349,login>server>database,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,Edge,Android,success,30,Normal,0
user_0005,user,2026-07-18 16:53:51.000000,10.47.194.116,UK,Database,token,471,login>vpn>database,e03d7c74-4a2a-4966-b026-0f9cb6700500,Firefox,Windows,success,22,Normal,0
user_0027,user,2026-07-23 15:36:56.000000,10.127.98.61,Germany,HR,certificate,492,login>hr,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,8,Normal,0
user_0022,user,2026-07-01 16:07:47.000000,10.115.32.116,France,Payroll,MFA,428,login>payroll,a31b62cd-24cf-4f72-9697-644e42c0690c,Edge,Android,success,5,Normal,0
user_0028,user,2026-07-07 14:02:32.000000,172.23.38.169,India,Email,password,486,login>email,46efdefd-93ab-45ce-af8a-f7ed84cf14a1,API,Windows,success,31,Normal,0
dev_0005,edge_device,2026-05-24 05:51:30.000000,10.101.75.84,Brazil,Production Server,token,624,login>server,be7bf241-aa02-4309-8860-ce04620838c8,API,Windows,success,9,Normal,0
user_0020,user,2026-06-26 14:08:18.000000,192.168.84.65,Australia,Finance,MFA,59,login>finance,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,Edge,Android,success,87,Brute Force,1
user_0011,user,2026-05-01 17:17:12.000000,172.18.108.24,Japan,Database,token,602,login>server>database,f32d7071-b794-46a8-8768-7ff71d311afe,Safari,Ubuntu,success,22,Normal,0
user_0007,user,2026-06-01 08:15:28.000000,10.35.23.53,USA,VPN,token,846,login>vpn,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,Edge,Windows,success,6,Normal,0
user_0035,user,2026-05-24 08:17:00.000000,10.160.122.13,Singapore,VPN,password,804,login>vpn,f07218bf-f0f3-4a94-867d-66f667504c9e,Safari,macOS,success,21,Normal,0
user_0005,user,2026-05-07 17:27:15.000000,10.47.194.54,UK,Email,token,398,login>email,e03d7c74-4a2a-4966-b026-0f9cb6700500,Firefox,Windows,success,8,Normal,0
user_0026,user,2026-06-11 10:39:26.000000,192.168.27.89,India,Email,certificate,337,login>email,8ee61517-f438-4190-b1f4-e99a471b59fd,Safari,Firmware,success,22,Normal,0
dev_0005,edge_device,2026-07-24 00:04:07.000000,10.101.75.115,Brazil,IoT Gateway,token,649,login>iot,be7bf241-aa02-4309-8860-ce04620838c8,API,Windows,success,7,Normal,0
user_0026,user,2026-05-05 10:38:59.000000,192.168.27.186,India,Database,certificate,419,login>server>database,8ee61517-f438-4190-b1f4-e99a471b59fd,Safari,Firmware,success,12,Normal,0
dev_0005,edge_device,2026-06-07 15:31:52.000000,40.98.54.43,Brazil,Production Server,token,132,login>server,be7bf241-aa02-4309-8860-ce04620838c8,API,Windows,fail,82,Credential Stuffing,1
user_0019,user,2026-06-14 08:31:43.000000,10.40.43.28,France,Database,token,521,login>server>database,0419583b-1677-45c9-8cfb-9d2e7075967a,Edge,Linux,success,23,Normal,0
user_0033,user,2026-05-06 18:47:49.000000,10.34.120.15,Japan,Finance,password,662,login>finance,e0702736-5748-47af-832c-a00d590e623f,API,Android,success,3,Normal,0
user_0026,user,2026-06-26 17:26:54.000000,192.168.27.163,India,Database,certificate,948,login>server>database,8ee61517-f438-4190-b1f4-e99a471b59fd,Safari,Firmware,success,14,Normal,0
user_0007,user,2026-07-20 16:52:50.000000,10.35.23.235,USA,Database,token,787,login>vpn>database,fe4f4d53-3b9a-4386-b718-578b0d1a02cb,Edge,Windows,success,25,Normal,0
svc_0003,service_account,2026-05-12 11:37:14.000000,10.127.52.88,UK,VPN,MFA,853,login>vpn,8603dc77-88ab-4dce-9611-39ebd5ea782a,Edge,Linux,success,7,Normal,0
user_0010,user,2026-05-01 11:02:10.000000,192.168.112.3,Japan,Database,token,401,login>vpn>database,8bf3157a-4510-461a-8ef8-40d6ad1fbf1b,Chrome,macOS,success,10,Normal,0
svc_0004,service_account,2026-07-18 19:04:23.000000,10.211.12.8,Australia,VPN,MFA,564,login>vpn,e9992184-531c-431b-adac-b062b0f934bc,Edge,macOS,success,7,Normal,0
dev_0007,edge_device,2026-07-15 18:48:14.000000,10.90.237.91,USA,Production Server,token,662,login>server,b7bb20a4-6690-449d-8f73-2988644ae253,Safari,Linux,success,15,Normal,0
user_0011,user,2026-06-17 17:03:39.000000,172.18.108.105,Japan,Finance,token,289,login>finance,f32d7071-b794-46a8-8768-7ff71d311afe,Safari,Ubuntu,success,3,Normal,0
user_0012,user,2026-06-22 09:03:28.000000,10.135.71.195,France,Finance,biometric,566,login>finance,b767da4b-2996-43e9-bba5-39c4f7f01fef,Firefox,Firmware,fail,19,Normal,0
user_0036,user,2026-05-19 10:53:16.000000,10.234.51.234,France,Email,certificate,825,login>email,9f7b0e49-3dc8-4763-9238-7a6e4d9eb10c,Firefox,Linux,success,14,Normal,0
user_0040,user,2026-06-15 13:18:08.000000,10.216.141.214,Germany,Payroll,token,458,login>payroll,385be631-cffa-4ba1-a00d-8b72bb9920a7,Firefox,Linux,fail,32,Normal,0
dev_0005,edge_device,2026-06-01 02:34:12.000000,10.101.75.175,Brazil,SCADA,token,838,login>scada,be7bf241-aa02-4309-8860-ce04620838c8,API,Windows,success,16,Normal,0
user_0029,user,2026-05-16 11:23:15.000000,10.85.208.253,Australia,VPN,token,419,login>vpn,00c6c120-68a9-4c9a-b771-62d6e1c2a691,Chrome,Linux,success,21,Normal,0
user_0026,user,2026-06-15 09:50:03.000000,192.168.27.92,India,Database,certificate,555,login>vpn>database,8ee61517-f438-4190-b1f4-e99a471b59fd,Safari,Firmware,success,1,Normal,0
user_0020,user,2026-06-14 14:39:53.000000,192.168.84.191,Australia,Database,MFA,492,login>vpn>database,ba6fdd1c-e5c7-4ab3-bcd1-74722f7c20bb,Edge,Android,success,16,Normal,0
svc_0006,service_account,2026-07-17 07:33:53.000000,172.23.114.27,Australia,Cloud Dashboard,password,427,login>cloud,7a7f36f8-b35e-42ad-8ea5-a3ca82913458,Firefox,macOS,success,27,Normal,0
dev_0004,edge_device,2026-06-01 19:50:04.000000,192.168.86.66,USA,IoT Gateway,certificate,672,login>iot,4dfeaaab-a98f-4fc9-aa42-b7be7677378f,Edge,Firmware,success,7,Normal,0
user_0006,user,2026-05-28 05:00:08.000000,192.168.63.81,Singapore,Finance,biometric,587,login>finance,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,11,Normal,0
svc_0004,service_account,2026-05-19 05:22:02.000000,10.211.12.26,Australia,Cloud Dashboard,MFA,692,login>cloud,e9992184-531c-431b-adac-b062b0f934bc,Edge,macOS,success,14,Normal,0
user_0037,user,2026-05-19 08:38:44.000000,10.125.189.168,France,HR,biometric,567,login>hr,35398fc2-c65e-4cb6-8fa3-1f63cf498aa2,Firefox,Android,success,35,Normal,0
user_0006,user,2026-07-14 12:33:00.000000,192.168.63.79,Singapore,HR,biometric,1116,login>hr,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,4,Normal,0
user_0027,user,2026-05-09 13:40:21.000000,10.127.98.47,Germany,VPN,certificate,595,login>vpn,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,9,Normal,0
svc_0009,service_account,2026-06-26 03:38:24.000000,172.22.130.216,India,Production Server,MFA,844,login>server,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,API,Android,success,11,Normal,0
user_0039,user,2026-07-02 18:11:38.000000,172.22.175.165,France,Database,password,351,login>server>database,6c64bc02-2d28-4114-950a-49fae1541646,Safari,macOS,success,19,Normal,0
user_0021,user,2026-07-25 16:06:36.000000,192.168.159.155,Brazil,Payroll,password,698,login>payroll,f1e804c2-7940-4782-a7b6-59ff942c79f4,API,Ubuntu,success,5,Normal,0
dev_0006,edge_device,2026-05-14 11:38:28.000000,172.22.196.226,Germany,SCADA,token,768,login>scada,924a8d01-b7e0-4be6-9319-ae8392ec9b6c,Chrome,Windows,success,24,Normal,0
user_0014,user,2026-06-09 17:26:00.000000,10.81.216.97,Australia,HR,biometric,412,login>hr,7ecf9e90-0d56-4a91-a9e3-82f599d34e96,API,Ubuntu,success,17,Normal,0
dev_0007,edge_device,2026-06-08 08:46:09.000000,10.90.237.119,USA,SCADA,token,562,login>scada,b7bb20a4-6690-449d-8f73-2988644ae253,Safari,Linux,success,6,Normal,0
user_0027,user,2026-07-06 22:05:43.000000,10.127.98.10,Germany,Finance,certificate,383,login>finance,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,17,Normal,0
user_0006,user,2026-05-13 11:51:05.000000,192.168.63.46,Singapore,Finance,biometric,460,login>finance,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,13,Normal,0
svc_0009,service_account,2026-05-22 22:29:28.000000,172.22.130.59,India,Production Server,MFA,284,login>server,24c6dd4c-bba2-49cd-a3c0-89940f328f7f,API,Android,success,8,Normal,0
user_0006,user,2026-06-21 13:51:08.000000,192.168.63.143,Singapore,HR,biometric,547,login>hr,f4aef081-9e0e-4fd1-9d63-3196c819d12e,API,macOS,success,36,Normal,0
user_0035,user,2026-06-13 08:53:49.000000,10.160.122.173,Singapore,HR,password,921,login>hr,f07218bf-f0f3-4a94-867d-66f667504c9e,Safari,macOS,success,24,Normal,0
user_0002,user,2026-05-17 09:24:22.000000,192.168.44.235,India,HR,MFA,620,login>hr,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,Chrome,Linux,success,28,Normal,0
svc_0006,service_account,2026-05-12 21:28:01.000000,172.23.114.234,Australia,VPN,password,833,login>vpn,7a7f36f8-b35e-42ad-8ea5-a3ca82913458,Firefox,macOS,success,11,Normal,0
user_0011,user,2026-05-06 10:40:05.000000,172.18.108.225,Japan,Finance,token,573,login>finance,f32d7071-b794-46a8-8768-7ff71d311afe,Safari,Ubuntu,success,15,Normal,0
dev_0010,edge_device,2026-05-03 11:37:05.000000,192.168.146.235,Canada,PLC,MFA,533,login>plc,a8e21831-21fe-49b6-a148-5fca88e12937,API,Windows,success,10,Normal,0
svc_0005,service_account,2026-06-04 11:13:23.000000,192.168.55.152,Japan,VPN,certificate,488,login>vpn,5d57a325-a039-4e37-a135-f5bfc828ada6,Edge,Ubuntu,success,15,Normal,0
svc_0010,service_account,2026-06-16 06:40:51.000000,145.205.125.161,USA,VPN,certificate,77,login>vpn,67630e3e-9b3d-4703-9e69-15d4e248ed2f,Firefox,Android,fail,96,Credential Stuffing,1
user_0030,user,2026-06-30 08:01:00.000000,10.199.135.116,Australia,Payroll,token,580,login>payroll,dab42e8b-d88d-4639-ab93-84affb134023,API,Firmware,success,21,Normal,0
user_0038,user,2026-07-09 14:49:03.000000,10.153.53.136,USA,VPN,certificate,595,login>vpn,94340351-1f55-47c2-bdb6-1f12d855844a,API,Linux,success,28,Normal,0
user_0017,user,2026-05-05 08:48:06.000000,192.168.152.201,UK,Cloud Dashboard,certificate,747,login>cloud,16c776ae-77d7-47a5-a047-2b1f5d82656f,Edge,Linux,success,12,Normal,0
dev_0003,edge_device,2026-06-12 22:43:25.000000,172.22.220.206,Brazil,Production Server,token,469,login>server,c5e3a45d-0416-4be1-a9de-a7b4d9e5d73c,Edge,Android,success,0,Normal,0
dev_0001,edge_device,2026-05-24 14:05:56.000000,192.168.209.186,France,IoT Gateway,token,701,login>cloud>iot,8d2265ae-0867-47b8-acc9-0fe02613db70,Edge,Linux,success,39,Normal,0
user_0027,user,2026-07-20 12:28:42.000000,10.127.98.52,Germany,Finance,certificate,525,login>finance,9af1c663-ba5e-4a3e-bc58-78f28d6b95b1,Safari,Linux,success,9,Normal,0
user_0010,user,2026-05-02 13:16:09.000000,192.168.112.204,Japan,Email,token,408,login>email,8bf3157a-4510-461a-8ef8-40d6ad1fbf1b,Chrome,macOS,success,10,Normal,0
user_0017,user,2026-06-13 18:59:47.000000,192.168.152.154,UK,Database,certificate,780,login>server>database,16c776ae-77d7-47a5-a047-2b1f5d82656f,Edge,Linux,success,14,Normal,0
dev_0002,edge_device,2026-05-01 02:09:38.000000,192.168.194.240,Australia,Production Server,certificate,511,login>server,f95ea9d1-d2e9-48c8-a38b-fc96b0af2f93,API,Windows,success,7,Normal,0
user_0023,user,2026-07-04 09:42:52.000000,10.36.30.12,Canada,Database,MFA,315,login>vpn>database,6e5b34bb-8170-4f57-8e20-74651e0c2403,Chrome,Android,success,12,Normal,0
user_0004,user,2026-06-02 14:17:59.000000,172.16.81.142,Singapore,Database,certificate,505,login>server>database,c1084433-e9e2-46ea-8099-cfac42dfb133,Edge,Linux,success,17,Normal,0
user_0002,user,2026-06-20 16:56:39.000000,192.168.44.115,India,HR,MFA,699,login>hr,8e0148f7-9de8-4a46-a286-6c4a26c50ebc,Chrome,Linux,success,26,Normal,0
user_0015,user,2026-04-27 05:11:05.000000,87.244.222.229,Canada,Payroll,token,244,login>payroll,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,fail,77,Credential Stuffing,1
user_0035,user,2026-05-30 17:57:10.000000,10.160.122.254,Singapore,HR,password,545,login>hr,f07218bf-f0f3-4a94-867d-66f667504c9e,Safari,macOS,success,22,Normal,0
user_0015,user,2026-07-17 10:10:35.000000,172.16.58.89,Canada,Payroll,token,544,login>payroll,d1d7bac8-d450-48cc-8687-b0f5d9d97b11,Chrome,macOS,success,12,Normal,0
user_0013,user,2026-05-30 08:02:50.000000,172.28.185.132,Brazil,Finance,password,912,login>finance,e8a4f7eb-1bcc-4f70-b59e-49bd63602b61,Chrome,Windows,success,38,Normal,0
